Sentence,Emotion
"Als je wilt, breng ik jou wat uit.",happiness
"Ja, dat kan.",happiness
Want Kees laat zijn telefoon hier natuurlijk.,surprise
Dit is de route die is gereden.,neutral
"Daarna kunnen ze nog Gouda in, Nieuwegein in...",neutral
Eigenlijk overal heen.,neutral
Dus het feit dat we daarna geen ANP-risto hebben...,sadness
zegt alleen maar dat ze ergens in dat gebied zitten.,surprise
Nee. Hopelijk is hij daar gedropt misschien.,happiness
"HQ, team 2.",neutral
Ik heb nieuwe info ANP-rhistorie.,neutral
En ik ga een en ander even in Signal zetten.,neutral
Wij staan nu aan de zijkant van het park.,neutral
Wij gaan een ronde maken.,neutral
We moeten zorgen dat we die jacht openen...,neutral
"Ah, hier zijn we.",surprise
"Ja, je kan maar. Komt-ie.",happiness
Dilano. Ja. Stripper.,happiness
Hoe kom jij aan die naam?,neutral
Ja. Lang verhaal kort.,neutral
Met de Turring jongens zijn we altijd aan het trainen.,neutral
En ik doe voor een training altijd meerdere lagen aan.,neutral
"Ik begin dan met een lange broek, daaronder een korte broek.",neutral
"Dan heb ik een hemdje, daarover een trui.",neutral
En tijdens de training ga ik langzaam uit.,neutral
Totdat ik alleen maar een korte broek aan heb.,happiness
De stripper. Ja.,happiness
"Logisch, hè? Logisch.",happiness
Je zit in een turngroep. Ja.,neutral
"Ja, nu wil ik dan toch gelijk even vragen...",neutral
kun jij nu hier iets doen?,neutral
Flipjack. Flipjack.,neutral
Kun jij flipjack? Ik weet niet of de mic en zo blijft zitten.,sadness
"Blijft dit staan? Nee, ik houd het wel vast.",sadness
"Een beetje hier staan, hè?",happiness
"Ja, daarom. Dat wil ik niet.",disgust
Komt-ie.,neutral
Vet.,neutral
"O, leuk. Ja, ik kan het niet, hoor.",sadness
Heb je een tactiek voor in het huis?,neutral
Ik denk dat ik gewoon mezelf ga proberen te zijn.,happiness
"Plezier maken, alles eruit halen wat erin zit.",happiness
Dan komt het goed.,happiness
"Ja, het gaat bijna beginnen, Milano. Ik heb er zin in.",happiness
Allereerst wil ik heel graag je telefoon hebben.,happiness
Want je bent natuurlijk in het huis helemaal afgesloten...,surprise
Dus die leveren we in.,neutral
We hebben al een aantal bewoners het huis ingestuurd.,neutral
Dat ging allemaal via die draaideur.,neutral
Maar Big Brother heeft iets anders voor jou in petto.,neutral
Jullie mogen die kant op alvast.,neutral
"Had jij extra info, Selma?",neutral
Ik heb de route nu. Dit is de route die is gereden.,neutral
"Ja, Selma heeft de route gedeeld in Signal...",neutral
die gereden is door die oplegger.,neutral
Rij dezelfde route. Hopelijk is die container daar gedropt.,happiness
Laatste positie is dus het opgegeven adres.,surprise
"Ja, is begrepen voor team 2.",happiness
15 minuten zijn we te plaatsen. Team 2.,neutral
Waar blijft die man?,neutral
Aikun en Rajiv wachten in de Rotterdamse Veerhaven ongeduldig...,fear
totdat Rajiv's vader ze komt oppikken.,happiness
Ze zijn nog heel dicht bij de startlocatie.,neutral
En daarmee nemen ze best een risico.,fear
"O, nee. Daar is hij.",surprise
"O, nee. Wat doe je hier?",surprise
Hoe kom jij nou hier? Hoe kom jij hier?,surprise
O. Ja.,neutral
Als politieman. Klein stukje binnen.,neutral
"Ik rijd gewoon eventjes. Ja, is goed.",neutral
Raar. Dit ging echt... Dit is moeilijker dan verwacht.,sadness
Eigenlijk hetgeen waarvan we hadden gezegd...,neutral
"we gaan niet naar bekenden toe, niet vanaf de start.",sadness
"Wat een beetje stress met je doet, hè.",surprise
Met rustie. Ja.,happiness
We hebben een ANPR-hit. ANPR-hit.,happiness
Op de vader van Rajiv John.,neutral
Vreelustweg in Rotterdam.,neutral
Bij deze ANPR-hit gaan alle alarmbellen af.,fear
Een familielid van voortvluchtigen die in de stad rijdt...,neutral
waar ze even daarvoor op de vlucht zijn geslagen?,sadness
Dat is meer dan verdacht.,surprise
De kans dat hij ze heeft opgehaald...,neutral
Waar is zijn telefoon geweest?,neutral
"Zodat als er gebeld wordt, dat we alles meekrijgen.",happiness
"Hey, Rajiv. Ja.",neutral
Als je iemand kent met een busje...,neutral
Maar niet bellen.,disgust
Lekker Niels!,happiness
"Ja, vakjes! Bam!",happiness
Dinnertime!,happiness
Laten we dit ook gewoon warm houden tot vanavond.,happiness
Het mag niet meer uit.,happiness
Het is het olympisch vuur.,happiness
We gaan Niels een hut bouwen om dat vuurkamp heen.,happiness
"Ga jij maar even blazen en doen en wij gaan ondertussen een hut eromheen bouwen,",happiness
want met die regen is het niet te doen.,sadness
Hoe vervuurt het zo?,neutral
We zetten de touw aan elkaar en dan zetten we hem op als stiefeling.,neutral
We gaan nou jongens.,happiness
Heel snel is er een oplossing en wordt er een soort wichtboom gecreëerd boven het vuur.,happiness
En zo kunnen we toch nog het beetje vuur dat we hebben redden.,happiness
"Nee, het is niet droog.",sadness
"Als het nu zo blijft, daar word ik echt niet vrolijk van.",sadness
"Nou ja, dat hoort er ook bij.",neutral
Zon en regen wisselen elkaar op Zanzibar in hoog tempo af.,neutral
"En waar het op het ene eiland plenst, is het op het andere gewoon lekker zonnig.",neutral
Bertie en ik gaan eten zoeken en kijken wat er groeit en wat er te halen valt.,neutral
Kijk uit.,fear
"Ja, toch?",happiness
"Ja, dat is cassave.",surprise
"Ja, kijk!",happiness
"Als je een cassave vond, dan heb je hem al natuurlijk.",surprise
"Als het een cassave is, dan ben ik happy.",happiness
"Wat ik de vorige keer mee deed, was eerst een beetje zeewater inkoken en dan heb je zout.",neutral
"Ja, lekker.",happiness
"Dan hier schuifjes, die koken en dan bakken.",neutral
"Oeh, chippies!",happiness
"Oeh, lekker!",happiness
Ik heb zo'n cassave een dag niet geleefd.,sadness
"Oh, dit is lekker, dit is lekker.",happiness
"Deze kunnen bijna niet bijten, dus je kunt er een klauw op zetten.",surprise
Wat is dit nou?,sadness
"Ik heb hem, ik heb hem.",happiness
"Oh nee, nee.",sadness
Goed jas!,happiness
Het was ook wel bijzonder.,happiness
Gaaf!,happiness
"Yes, we kunnen eten!",happiness
We pakken ieder twee af en geven ze door.,happiness
Heet!,neutral
"En dan krijg je die eerste gebakken cassave en dat brengt je wel terug naar je vorige expeditie,",sadness
want dat heb je daar ook zoveel gegeten en die smaak komt weer terug.,happiness
"En het was lekker, super!",happiness
"Je moet gewoon heel langzaam eten, want niet doorhap je.",neutral
Niet slecht.,happiness
"Zo, tien hele stukjes cassave!",happiness
Ik zie het ook al bijna vol hoor.,happiness
Het kan echt niet meer.,neutral
"Bertie, ben je tevreden?",neutral
Ik ben tevreden.,happiness
Mij ook!,happiness
GELUID VAN WATER.,neutral
Ik ben chef keuken en ik moet uiteindelijk onmisbaar worden.,neutral
belangrijke informatie over het extractiepunt.,neutral
Onthoud die naam dus goed.,neutral
Je moet nog iets op dat briefje schrijven.,neutral
Namelijk een codewoord.,neutral
Een codewoord dat jullie allebei goed kunnen onthouden.,neutral
Dat kent hij sowieso.,surprise
Dat kunnen ze nooit gehalen en dat kunnen we onthouden.,happiness
"Ja, ik vertrouw jou.",neutral
Zorg ervoor dat je op de dag van de extractie hier terug bent.,neutral
Precies op deze plek waar je nu bent.,neutral
Op deze plek?,surprise
Tot slot ligt er voor ieder duo bij de deur een telefoontje.,neutral
Pak er een als je gaat.,neutral
Er liggen zes oude mobiele telefoons.,neutral
Die zijn nodig om de aanwijzing die de voortvluchtigen...,surprise
na zeven dagen krijgen te ontcijferen.,neutral
Het is dus cruciaal dat iedereen er één meepakt.,fear
De telefoons hoeven hiervoor niet te worden aangezet.,neutral
En ze zijn niet voorzien van een simkaart.,neutral
"Klaas, we gaan aftellen.",happiness
Let the hunt begin.,happiness
"Oké, let's go.",happiness
"Stukje redden, Mark.",neutral
"Alsjeblieft, telefoon. Niet te veel kijken.",fear
"Welke pak zijn we, jongens?",sadness
"O, tering. Waar zijn we?",sadness
"Ik weet waar we zijn. Fuck, ja, tuurlijk.",surprise
"Shit, waarom weten wij dat niet? Kijk boven.",sadness
"Hé, jongens, attentie. Kom even bij.",happiness
"Denise, alle teams richting Rotterdam.",neutral
Dit is de dagboekhouding.,neutral
Daar kan je een verhaal krijgen.,neutral
"Nog eens, ja.",neutral
De bafel.,sadness
"Oh, maar kijk.",neutral
Love it.,happiness
"Ja, ik vind het ook leuk.",happiness
"Maar jou is wel roze, hè?",neutral
"Ja, ik ben echt in de Barbie-vibe.",happiness
Hoe schattig is dit?,happiness
Dit is zo schattig.,happiness
Mooi Barbie-room.,happiness
"Leuk, hè?",happiness
Dit is toch te leuk?,happiness
Hier kunnen we gewoon...,neutral
Maar waar is dit?,sadness
Is dat gewoon een plek om...,neutral
Natuurlijk.,happiness
En we zijn ook alle drie bewoond.,surprise
Wij zitten alle drie in hetzelfde schuitje.,surprise
Alle drie geen koffer.,sadness
Koffer.,neutral
We kunnen gewoon allemaal niet...,sadness
...ons make-up eraf halen.,neutral
Tanden poetsen.,neutral
Dat vind ik echt...,surprise
"O, leuk. Ja, ik heb twee kids.",happiness
En ik ben daardoor... En van welke leeftijd?,neutral
Veertien en zeven.,neutral
"Veertien en zeven? Ja, dus het is best wel een hap.",surprise
"Tuuriendertig, toch? Ja.",neutral
"Echt veel jonge mensen. Hij is vroeg op, denk ik.",surprise
Echt veel jonge mensen. Ik vind het toch wel plezanter.,happiness
Kunnen we een beetje jongere taal praten.,happiness
"Nee, maar met ouderen heb je wel een leuke dynamiek in de groep.",happiness
"Heb ik, denk ik, ook. Leuk, hoor.",happiness
"Ik wil wel, zoals je zei in het begin, een moeder- of vaderfiguur moeten worden.",happiness
Dat is leuk. Dat is leuk.,happiness
Ik hoop inderdaad wel dat we wat meer...,happiness
Maar we hebben sowieso Lee nu.,neutral
Dat is sowieso onze papa al.,happiness
"Dat is sowieso onze papa al. Dat is sowieso nu onze papa, onze zanger.",happiness
Wat voor muziek? Nederlandstalig.,neutral
"Een beetje pop, Nederlandstalig.",neutral
"Ja, ja, ja. O, mooi, mooi.",happiness
"Levenslied. Ja, ik luister veel muziek.",happiness
Dus ik ben niet zo muzikaal.,neutral
Maar ik vind muziek luisteren wel geweldig.,happiness
"Ja, want muziek is passie, hè? Ja, precies.",happiness
Laat de zon in je haren...,happiness
Wat is dit?,sadness
Nieuwe!,happiness
"Ja, het is sowieso... Ja, ik schrok.",surprise
"O, ben ik groen!",surprise
"Danny, jij voorst maakt Tyron een duo.",neutral
"Hé, Danny. Hallo, Danny.",neutral
"Doe jullie jas aan, want jullie gaan elkaar leren kennen in de buitenlounge.",happiness
O. Oké. We moeten naar buiten.,neutral
En de valies? Is dat van jou? Is dat je eigen? Ja.,neutral
"O. Is dat goed? Ja, dat is goed, dat is goed.",happiness
"Dat is beter, want anders had je misschien die van hem.",happiness
Dan is het voor jou niet fijn geweest. Wij hebben allemaal geen koffer.,sadness
"Als ik eentje had van een meisje, dan loop ik hier met benen aan.",happiness
"Oké, we gaan, Danny. Let's go. Zes. Ja.",happiness
"Je hebt wel supermooie tanden, trouwens.",happiness
Lief.,happiness
"Ja, heel mooi.",happiness
"Wow, thanks.",happiness
"Nou, dank je.",happiness
Dit is de voorraadkamer.,neutral
"Oké, en dit?",neutral
Wat denk je?,neutral
Welk gevoel heb je hier?,neutral
Slaapkamer.,neutral
Tegenover de kast.,neutral
Game room.,neutral
Bingo op tafel.,happiness
"Bewoners, kom naar de woonkamer.",neutral
"Bewoners, kom.",neutral
Ik hoorde dat niet goed.,sadness
"Bewoners, welkom in het Big Brother huis.",happiness
"Hallo, Big Brother.",neutral
Ik hoop dat jullie het leuk vinden en dat de eerste indruk van elkaar goed is.,happiness
"Oké, dus jullie hebben niet geholpen.",sadness
Jullie hebben ze de afgelopen dagen niet gezien.,surprise
Wel gesproken.,happiness
Wel gesproken?,neutral
"Ja, van de week dan.",happiness
Van de week.,neutral
"Maar Romee, even.",neutral
Maar met wie?,neutral
Twee auto's.,neutral
Met wie kom je dan?,neutral
Top.,happiness
Niet vergeten.,fear
Morgen.,neutral
Morgen shift.,neutral
Om tien uur met twee auto's.,neutral
Tot morgen.,happiness
"Ciao, ciao, ciao.",happiness
Contactverwijdering.,neutral
"Ja, contactverwijdering.",happiness
Voorlopig nemen ze daar genoegen mee.,happiness
"Hoi, hoi.",happiness
Toch was het bezoek niet voor niks.,happiness
Had wijze geworden?,neutral
"Zeker wel, ja.",happiness
Hij heeft veel verklaard.,happiness
"Ja, genomen.",neutral
"Zet jij gewoon vragen? Ja, ik vraag het wel.",neutral
Mogen we misschien bellen met één van je telefoons?,neutral
Heb ik niet. Facetimen.,neutral
Heb je een iPhone?,neutral
"Wil je naar binnen? Als het mag, heel graag.",happiness
"Kun je een adres doorgeven? Ja, als het mag, heel graag.",neutral
"Even cool blijven nadenken, dus we gaan vanaf hier bellen.",neutral
Heb je het adres kunnen aan mevrouw vragen? Ja.,neutral
"Vragen we twee auto's, als het lukt.",happiness
We zitten in ieder geval veilig. Ik wil dat we even kunnen zitten.,happiness
Mag ik dan gelijk even facetimen?,neutral
"Celmarkt, zou jij willen schakelen naar de info in de box?",neutral
Er staan een aantal postcodes in...,neutral
van de weg die de vader heeft gereden met een busje.,neutral
Ja. Wil je die even analyseren? Doe ik.,neutral
"Ja, jonge. Wat ze opneemt.",neutral
"S, listen.",neutral
Ik heb jullie nodig met twee auto's naar Rotterdam.,happiness
Goed zo. Twee auto's naar Rotterdam.,happiness
Is dat gelijk? Stap je in?,neutral
Moet je een adres geven? Wat is het adres hier?,neutral
Wat zijn de verdere instructies?,neutral
Cornelis Mus.,neutral
"Straat? Telefoon thuislaten, alsjeblieft.",neutral
Doe ik. Shop ook?,neutral
"Ja. Oké, thanks. Ik zie je zo.",happiness
"Doei. Doei, doei, doei.",neutral
Geniaal. Top. Oké.,happiness
"Jongens, jullie zijn echt heldig. Mochten ze jullie aanspreken...",happiness
"zeg alsjeblieft iets anders waar je ons hebt afgezet. Niet hier, ja?",neutral
Vriendinnen en huisgenoten Romy en Kelly...,neutral
hebben weliswaar meteen na de start een slinger gekregen.,happiness
Ze willen maar één ding. Zo snel mogelijk onder de radar.,happiness
"Oké, wat gaan we doen? Er is hier heel veel OV-mogelijkheden...",neutral
Dus willen we een trein? Heb je een gezichtsherkenning sowieso?,neutral
We zitten altijd thuis te kijken en denken altijd dat we het beter kunnen...,happiness
"zoals, denk ik, iedereen thuis.",neutral
Ik denk dat wij heel erg zijn van de stappenplannen en de checklistjes.,happiness
En altijd gewoon drie stappen vooruitdenken. Het liefst vijf stappen vooruitdenken.,happiness
"Zullen we vijf minuten busjes hier proberen? Als het niet lukt, gaan we...",neutral
Spannend.,happiness
"Rona, hier. Welkom.",happiness
"Hallo. Dag, mijn brother.",happiness
Jouw avontuur kan beginnen.,happiness
"Ja, eindelijk. Heb je er zin in?",happiness
"Ik had nooit gedacht dat ik hier zou zitten, maar ik zit hier toch.",surprise
Dus ik heb er heel veel zin in. Ja.,happiness
Ik heb belangrijk nieuws voor je.,neutral
Jij blijft niet in dit huis.,disgust
Jij start het avontuur elders.,neutral
Om de hoek waar het grote tv-scherm hangt vind je een geheime deur.,neutral
Met daarachter een geheime gang.,neutral
Deze gang brengt je naar mijn tweede huis.,neutral
Dit is de plek waar jouw avontuur start.,happiness
"Als je daar bent, wacht je op verdere instructies.",neutral
Eerlijk.,neutral
Wacht. Laat me eerst die gang vinden.,neutral
Wacht.,neutral
Een gang links om de hoek.,neutral
What the fuck? Wacht even.,surprise
Ik ga hier toch niet alleen zijn?,fear
Hallo Vlaanderen en Nederland. Zijn jullie er klaar voor?,happiness
Ik ben weer terug.,happiness
Terug met mijn experiment.,neutral
Een emotionele rollercoaster.,happiness
Welkom in de hel.,fear
"Waarin een groep wildvreemden, totaal afgesloten van de buitenwereld...",neutral
gaat strijden voor de hoofdprijs van 100.000 euro.,happiness
Ik zit er uiteindelijk voor het geld.,happiness
"En de ervaring, maar als het geld er niet was, had ik er niet gezeten.",surprise
"Zo, dat ziet er wel lekker uit hoor!",happiness
"Ze hebben eten nodig, dus ze hebben Hugo nodig.",surprise
En dat probeer ik te bereiken.,neutral
"Dus als ze honger krijgen, dan zeg ik Hugo, in plaats van eten.",happiness
Moet je een bakje hebben Hugo?,happiness
"Nee, het is nog niet klaar, maar het werkt niet echt.",sadness
Er komt best veel water in.,neutral
Het wordt lekker soepel in het gras nu.,happiness
En op zich is het gewoon een groep water en het komt niet regenen.,neutral
Ver!,neutral
Je kan ook gewoon je spul pakken en in een lekker bed liggen.,happiness
Vandaag is een bunkerdag.,neutral
We moeten de proef gewoon winnen.,neutral
"En als je op de proef komt, dan moet je goed gevuld zijn met cassave en...",happiness
En een beetje rijst toch?,neutral
"Ja, maar die olie geeft ook nog wat extra energie.",surprise
Cassave en rijst geven meer energie dan meel.,surprise
Het is gewoon eigenlijk doping.,happiness
Het is gewoon doping.,happiness
Thomas zou nu de grap maken dat hij even een zakje bloed maakt.,happiness
Ik vind echt dat hij stoppen gemaakt heeft.,surprise
"Hij is heel ontspannend, dat vind ik echt mooi.",happiness
Heel veel mensen hebben Thomas nog in het vizier van hoe hij zijn vorige expeditie heeft gedaan.,neutral
En in mijn optiek ook een stuk onzekerder over zichzelf.,neutral
Hij is echt in mijn optiek veranderd.,surprise
We hebben het nog over je gehad toen je er was.,neutral
We hebben het over je gerodd.,happiness
Over hoe je veranderd bent en in positieve zin.,happiness
"Ik vond dat je gewoon zachter was geworden en zelfbewuster en zelfreflectiever,",happiness
alsof je gewoon volwassener bent geworden.,happiness
"Ik denk dat het als topsport op jonge leeftijd, en zeker als je heel succesvol bent,",happiness
dat je gewoon heel veel stappen overslaat.,surprise
"Maar of je daar per se een beter mens van wordt, Edith?",neutral
kun je naar de stok grijpen.,neutral
Als je er één te pakken hebt...,neutral
plaat je die zo snel mogelijk in de trap hier achter jullie.,neutral
"Als die compleet is, komt er een vlag tevoorschijn.",neutral
En het team bij wie dat als eerste gebeurt...,neutral
wint deze proef en deze immuniteitstrofee.,happiness
We moeten deze winnen. We moeten dit team hiermee kunnen inmaken.,neutral
"Kampsuits, jullie wonnen bij de landing.",happiness
En dus kregen jullie de faïda.,happiness
Die mogen jullie inzetten.,neutral
Je krijgt een extra voordeel bij deze proef.,happiness
Wat is het voordeel?,neutral
"Mogen we weten wat het voordeel is, Art?",neutral
Ik ga niet zeggen wat het voordeel is.,disgust
Ik wil Tante Fagita houden.,happiness
"Echt waar, niet inzetten, houden.",disgust
"Ik zou zeggen, ja.",happiness
Inzetten.,neutral
Ik zeg gewoon inzetten.,happiness
"Ja, why not?",happiness
"Oké, wat wordt het antwoord?",neutral
We gaan hem inzetten.,happiness
"Kom erop, wil ik hem ook meteen hebben.",happiness
En dat betekent dat jullie een voorsprong krijgen van een halve minuut.,happiness
"Ik ben vrij hier, Julio.",happiness
Wat is nu 30 seconden op een zwempartij naar die rol toe?,neutral
"Kampsuits, klaar? Ja!",neutral
"3, 2, 1, start!",happiness
"Oké, kom op, Ferry.",happiness
Ik ben als eerste.,happiness
"Die 30 seconden, dat is natuurlijk zo voorbij.",surprise
15 seconden zijn voorbij.,neutral
"Nog 3, 2, 1, en start!",happiness
"Ferry is natuurlijk een levend stambeeld geweest, professioneel.",happiness
Dat was zijn eerste baan.,neutral
"Dan moet je balans houden, dat kan hij.",happiness
"Oké, goed, goed. Rustig, rustig.",happiness
"Dat zijn namelijk vijf coins, vijf Big Brother coins.",surprise
"Die zijn belangrijk, daar kun je allemaal dingen mee kopen.",surprise
Maar ik heb ook een hint.,neutral
Die hint kost je twee coins.,surprise
"Kijk, mijn vrienden.",happiness
Let's go. Geen hint.,neutral
"Duidelijk, duidelijk. De hoek heeft gesproken.",surprise
Daar is een draaideur. Het moment is aangebroken.,happiness
Ik wens jou ontzettend veel succes.,happiness
Geef nog een heel oud applaus voor Tyron.,happiness
Je mag vertrekken.,neutral
"Nee, nee, nee.",disgust
"Hij is van... O, jij bent ook zo'n pin.",surprise
"Ja. Hoi, aangenaam.",happiness
"Tyron, aangenaam. Hey, Basiri.",happiness
Hoe gaat het? Goed?,happiness
"Hoi, Esli. Hoi.",neutral
"Tyron, aangenaam.",happiness
"Hij heeft een koffer. Jij niet, hè?",neutral
"Nee. Oh, jij hebt echt geen koffer.",surprise
"Nee, jij ook niet. Ik ook niet, nee.",sadness
"Dat is de enige, ja.",surprise
"O, dus daarom hebben wij zo'n eentje, denk ik.",surprise
"Ja, maar ja, hij heeft wel weer een andere kleur.",neutral
"Dus wat daar dan weer verdient. Jullie ook, toch?",neutral
"Je zag net wat mysterieuze beelden van de koffers van Esli, Alice en Tyron.",neutral
Desto vreemder was het dat Basiri dat wel mocht.,surprise
Straks openen de livestreams en kan je alles 24 uur per dag...,happiness
zeven dagen per week van al onze bewoners op de voet volgen.,neutral
"Ja, vijf bewoners zijn inmiddels in het huis...",surprise
en alleen Ronahee houdt zich verborgen in het geheime huis.,neutral
En dan heb je de andere vier bewoners.,neutral
Die zijn momenteel in de veronderstelling...,neutral
dat ze alleen maar bespied worden door Big Brother.,fear
En dit is nog lang niet alles.,neutral
"Nee, want straks staan er nog meer nieuwe bewoners te trappelen...",happiness
om naar binnen te gaan.,neutral
Volg ons kanaal voor meer handige video's!,happiness
Wat is dit? Wat is dit?,sadness
Ik kan hier heel de weg ook niet h??.,sadness
En dat volhangt met miljoenen toezichtcamera's.,fear
Uit het zicht. Uit het zicht. Uit het zicht.,happiness
De top van de Nederlandse opspoering.,happiness
"Jongens, attentie.",neutral
"Elie, zeker? We zitten in de vlak achter.",happiness
Zij beschikken over alle denkbare middelen om de wortvluchtigen op te pakken.,fear
What the fuck? Wat doet die politie hier?,surprise
Wie lukt het om de hunters een stap voor te blijven?,neutral
Zoeken in de panden. Zoeken in de panden.,happiness
Waar zullen ze zich verschuilen?,neutral
Wat zou jij doen?,neutral
Alles opentrekken. Gewoon in die tuin kijken.,happiness
Gewoon helemaal uitbangen.,fear
Hij komt hierin. Hij komt hierin.,fear
Ze roepen je rond. Koop ze. Koop ze.,sadness
"Goed, goed, goed. Boxen!",happiness
Waar kan je dan nog heen?,neutral
De regels zijn simpel.,neutral
Er staat 300 euro op hun bankrekening.,neutral
De wortvluchtigen mogen Nederland niet verlaten.,disgust
Ze mogen niet langer dan 48 uur op dezelfde plek blijven.,disgust
"Wat is dit dan? Hunters, man.",surprise
Wie op de dag van de finale niet is opgepakt...,neutral
verlaat via een extractiepunt het land.,neutral
De exacte locatie voor dat punt...,neutral
moeten de wortvluchtigen achterhalen via aanwijzingen...,neutral
die ze onderweg krijgen.,neutral
Mogen we even binnenkomen?,happiness
Vertel.,neutral
Waarvoor verwacht je ons?,sadness
"Nou ja, we zijn helemaal op zoek.",neutral
We zijn zeker op zoek.,neutral
"Terwijl de huiszoeking op gang komt, zijn Aygun en Rajiv op hun slaapadres in Amersfoort bezig met de dag van morgen.",neutral
Zij heeft een...,neutral
"Hé, luister dan.",neutral
Niet ontbreken.,neutral
"Luister even, jij moet ons helpen morgen als het kan.",happiness
"Ja, dat is geleefd.",neutral
Om 12.28.,neutral
Of 11.28.,neutral
"Ja, om 11.28.",neutral
En waarom heeft u die gebeld?,neutral
"Hij heeft de bus even geleend, dus...",neutral
De bus geleend?,surprise
"Nou, waarom heeft hij de bus geleend?",neutral
Hij moest even wat meten bij de centrum ophalen.,neutral
"Ja, die moeten ze komen ophalen morgenochtend om tien uur.",happiness
In Amersfoort?,neutral
In Amersfoort.,neutral
Amersfoort.,neutral
Dus?,neutral
Zijn we jullie ook nog niet benaderd?,sadness
100 procent.,happiness
Dat gaat nergens uit blijken.,surprise
"Niet het telefoonverkeer, niet het voertuigen, niet het verklaren van anderen.",disgust
"We hebben natuurlijk een dakje, want dat hebben we meegenomen.",happiness
En we hebben gewonnen.,happiness
"Dit wordt echt tof, man.",happiness
"Ja, we gaan in ieder geval droog zitten, dat is het enige.",happiness
"Ik reageer wel dat wij nu gewoon alles hebben, jongens.",happiness
"En dit, we hebben superveel hout gegeten en zij hebben daar niks.",happiness
"Ik ben helemaal niet wat ze hebben, ik moet nu een beetje met ze bezoeken.",neutral
"Zo, daar zijn we weer.",neutral
Dat ik na vier jaar weer meedoe aan Expeditie Rommersland.,happiness
Dat maakt me echt wel heel blij.,happiness
Ik ben heel blij met het kamp waarin ik in zit.,happiness
Ik denk echt dat we heel sterk zijn samen.,happiness
"Het graaft altijd lekker in die boomwokkels, hè.",neutral
En ik heb heel veel zin in dit nieuwe avontuur weer.,happiness
"Ik hoop dat ik een beetje af kan vallen, want het was niet meer zoals vroeger.",happiness
Het was niet meer zoals vroeger.,sadness
Ik vond het ook wel weer even wennen om hier te slapen.,neutral
"Ik lag ook echt op geen enkele manier lekker, weet je wel.",sadness
"Je hebt zo'n soort van ritme, eerst naar links totdat het pijn gaat doen...",neutral
dan op je rug en dan naar rechts.,neutral
Maar ik was ook wel vergeten hoe pittig dat slapen eigenlijk is...,surprise
buiten op het stand.,neutral
"Dat vergeet je dan toch weer snel, hè.",neutral
Slapen is wel weer even wennen.,neutral
"En ik denk nu ook wel van, oh ja, dat was toch wel een dingetje.",surprise
Dat ben ik helemaal vergeten.,surprise
Hebben we het nu? Ja.,neutral
Woehoe!,happiness
"We hebben allemaal minimaal, minimaal 30 dagen mogen testen in het verleden.",neutral
"Nou, dat was dan een beetje aanmodderen.",sadness
"Nu gaan we gewoon de real deal doen, hè.",neutral
"Dit is top, hoor. Ja, dit is fijn.",happiness
Nu gaan we even laten zien hoe het moet aan Nederland.,happiness
Lekker eten vind ik belangrijk.,neutral
"Ik heb ook gewoon, ja, honger mag ik dat misschien niet noemen...",happiness
maar ik heb wel echt gewoon trek. Ik heb er wel zin in iets.,happiness
Zat jij te denken aan Eric Benedict of heb je zin in een beetje...,neutral
Ik was hetzelfde te denken aan een lekker broodje met zand.,happiness
"Broodje zand, komt goed.",happiness
"Zet het weg bij Lucia, bij Dusty.",neutral
Mogen we mee?,happiness
Wij zijn op de vlucht.,fear
Wij zijn op de vlucht voor Hunters. Mogen we alsjeblieft mee?,fear
"Graag. Ja, graag.",happiness
Wij moeten ook daarheen. Komt u terug?,neutral
Wat nou? Komt u...,sadness
"Jongens, we moeten reageren.",fear
Twaalf voortvluchtige foto's volgen zometeen via Signal Open.,neutral
Ben je Duits? Duits of Engels?,neutral
Engels? Nederlands?,neutral
Ga je in een minuut of blijf je hier?,neutral
Klein dorpje. Heel klein dorpje.,neutral
"Heel klein dorpje. Ja, maar best wel weg.",neutral
Vijftien kilometer of zo.,neutral
"Nou, dat wordt niks.",sadness
Over tien minuutjes komt mijn boot in.,neutral
Zullen we meegaan? Zullen we dat doen?,happiness
"Maar het is over een kwartier, dus dat is wel spannend.",happiness
"Wacht, ik heb iets!",happiness
"Check. Kijk, hierin.",neutral
"Maakt niet uit, maar een stukje Rotterdam uit.",happiness
Mogen we misschien hier achterin? Ja?,happiness
"Dankjes. Lekker, maatje. Eerste lift.",happiness
"Als dat het hoofdkantoor is, dan lopen wij nu",fear
"Drie minuten, echt waar.",anger
"Team 1, ETA.",neutral
Negen minuten.,fear
Alsjeblieft vragen.,happiness
We moeten van die weg af.,fear
"Gun, ik wil van die weg af.",fear
"Dat is wel tof, hè? Dat is wel leuk.",happiness
Dus dit jaar spelen we niet alleen. Het is echt met twee.,surprise
"Het is leuk, hè? Het is iets nieuws.",happiness
Ik ben benieuwd. Gezellig.,neutral
Ik ben wel echt blij dat ik mijn koffer heb.,happiness
"Wel, ja. Dank je wel. Echt. Top, hè?",happiness
Hoe oud ben je?,neutral
Ik ben 36. Jij?,neutral
Ik ben 33. Dus daar ben ik wel heel blij mee.,happiness
Want je bent de eerste die een beetje dezelfde leeftijd heeft.,happiness
"Maar iedereen is wel superknap. Ja, het zijn allemaal mooie mensen.",happiness
Ik ga trouwens wel straks even iets zeggen.,neutral
